"animal_id","birth_year","bs","year","status","ageclass","sum.jun.jul.aug","sum.march.apr.may","sum.sept.oct","oct","annual","annual.sc","sum.march.apr.may.sc","sum.jun.jul.aug.sc"
"90-2015-0-565",2015,"ey",2019,1,4,5.6,8.6,2.4,1,18.8,-0.688436752895319,0.671689531126697,-0.269605785571646
"90-2015-0-565",2015,"ey",2020,1,5,11.3,6.1,0.03,4.6,21.63,-0.291583587337445,-0.0951529925525985,1.68528038157514
"90-2015-0-565",2015,"ey",2021,1,6,10.3,8.5,3.7,0,22.9,-0.113490470638328,0.641015830179526,1.3423178961108
"90-2015-0-565",2015,"ey",2022,1,7,NA,NA,NA,NA,NA,NA,NA,NA
"90-2015-0-566",2015,"ey",2008,0,NA,3.9,5.6,7.3,0,18.1,-0.786598313280659,-0.248521497288458,-0.85264201086104
"90-2015-0-566",2015,"ey",2009,0,NA,9.9,8.8,7.9,3.3,36.5,1.79364841684828,0.733036933021042,1.20513290192506
"90-2015-0-566",2015,"ey",2010,0,NA,2.4,2.3,5.7,0,12.3,-1.59993695647348,-1.26075362854513,-1.36708573905756
"90-2015-0-566",2015,"ey",2011,0,NA,1.5,11,4.1,3.8,21.8,-0.267744351243862,1.40785835385882,-1.67575197597548
"90-2015-0-566",2015,"ey",2012,0,NA,9.1,4.6,9.3,5.8,25.5,0.251109610792934,-0.555258506760176,0.930762913553576
"90-2015-0-566",2015,"ey",2013,0,NA,5.2,3.1,8.9,6.2,20.9,-0.393952071739299,-1.01536402096775,-0.406790779757386
"90-2015-0-566",2015,"ey",2014,0,NA,5.5,14.9,8.6,0.5,38.2,2.0320407777841,2.60413269079852,-0.303902034118081
"90-2015-0-566",2015,"ey",2015,0,NA,9.6,11.2,1.9,4.1,32.3,1.20467905453624,1.46920575575317,1.10224415628575
"90-2015-0-566",2015,"ey",2016,1,1,5.2,4.6,10.2,5.6,27.4,0.517548131838857,-0.555258506760176,-0.406790779757386
"90-2015-0-566",2015,"ey",2017,1,2,7,2.9,21.5,5.8,36.6,1.80767149690332,-1.0767114228621,0.210541694078443
"90-2015-0-566",2015,"ey",2018,1,3,6.8,3.3,6.3,5.4,19.5,-0.590275192509979,-0.95401661907341,0.141949196985573
"90-2015-0-566",2015,"ey",2019,1,4,5.6,8.6,2.4,1,18.8,-0.688436752895319,0.671689531126697,-0.269605785571646
"90-2015-0-566",2015,"ey",2020,0,5,11.3,6.1,0.03,4.6,21.63,-0.291583587337445,-0.0951529925525985,1.68528038157514
"90-2015-0-566",2015,"ey",2021,0,6,10.3,8.5,3.7,0,22.9,-0.113490470638328,0.641015830179526,1.3423178961108
"90-2015-0-566",2015,"ey",2022,0,7,NA,NA,NA,NA,NA,NA,NA,NA
"90-2015-0-568",2015,"ey",2008,0,NA,3.9,5.6,7.3,0,18.1,-0.786598313280659,-0.248521497288458,-0.85264201086104
"90-2015-0-568",2015,"ey",2009,0,NA,9.9,8.8,7.9,3.3,36.5,1.79364841684828,0.733036933021042,1.20513290192506
"90-2015-0-568",2015,"ey",2010,0,NA,2.4,2.3,5.7,0,12.3,-1.59993695647348,-1.26075362854513,-1.36708573905756
"90-2015-0-568",2015,"ey",2011,0,NA,1.5,11,4.1,3.8,21.8,-0.267744351243862,1.40785835385882,-1.67575197597548
"90-2015-0-568",2015,"ey",2012,0,NA,9.1,4.6,9.3,5.8,25.5,0.251109610792934,-0.555258506760176,0.930762913553576
"90-2015-0-568",2015,"ey",2013,0,NA,5.2,3.1,8.9,6.2,20.9,-0.393952071739299,-1.01536402096775,-0.406790779757386
"90-2015-0-568",2015,"ey",2014,0,NA,5.5,14.9,8.6,0.5,38.2,2.0320407777841,2.60413269079852,-0.303902034118081
"90-2015-0-568",2015,"ey",2015,0,NA,9.6,11.2,1.9,4.1,32.3,1.20467905453624,1.46920575575317,1.10224415628575
"90-2015-0-568",2015,"ey",2016,1,1,5.2,4.6,10.2,5.6,27.4,0.517548131838857,-0.555258506760176,-0.406790779757386
"90-2015-0-568",2015,"ey",2017,1,2,7,2.9,21.5,5.8,36.6,1.80767149690332,-1.0767114228621,0.210541694078443
"90-2015-0-568",2015,"ey",2018,1,3,6.8,3.3,6.3,5.4,19.5,-0.590275192509979,-0.95401661907341,0.141949196985573
"90-2015-0-568",2015,"ey",2019,1,4,5.6,8.6,2.4,1,18.8,-0.688436752895319,0.671689531126697,-0.269605785571646
"90-2015-0-568",2015,"ey",2020,1,5,11.3,6.1,0.03,4.6,21.63,-0.291583587337445,-0.0951529925525985,1.68528038157514
"90-2015-0-568",2015,"ey",2021,1,6,10.3,8.5,3.7,0,22.9,-0.113490470638328,0.641015830179526,1.3423178961108
"90-2015-0-568",2015,"ey",2022,1,7,NA,NA,NA,NA,NA,NA,NA,NA
"90-2015-0-569",2015,"ey",2008,0,NA,3.9,5.6,7.3,0,18.1,-0.786598313280659,-0.248521497288458,-0.85264201086104
"90-2015-0-569",2015,"ey",2009,0,NA,9.9,8.8,7.9,3.3,36.5,1.79364841684828,0.733036933021042,1.20513290192506
"90-2015-0-569",2015,"ey",2010,0,NA,2.4,2.3,5.7,0,12.3,-1.59993695647348,-1.26075362854513,-1.36708573905756
"90-2015-0-569",2015,"ey",2011,0,NA,1.5,11,4.1,3.8,21.8,-0.267744351243862,1.40785835385882,-1.67575197597548
"90-2015-0-569",2015,"ey",2012,0,NA,9.1,4.6,9.3,5.8,25.5,0.251109610792934,-0.555258506760176,0.930762913553576
"90-2015-0-569",2015,"ey",2013,0,NA,5.2,3.1,8.9,6.2,20.9,-0.393952071739299,-1.01536402096775,-0.406790779757386
"90-2015-0-569",2015,"ey",2014,0,NA,5.5,14.9,8.6,0.5,38.2,2.0320407777841,2.60413269079852,-0.303902034118081
"90-2015-0-569",2015,"ey",2015,0,NA,9.6,11.2,1.9,4.1,32.3,1.20467905453624,1.46920575575317,1.10224415628575
"90-2015-0-569",2015,"ey",2016,1,1,5.2,4.6,10.2,5.6,27.4,0.517548131838857,-0.555258506760176,-0.406790779757386
"90-2015-0-569",2015,"ey",2017,1,2,7,2.9,21.5,5.8,36.6,1.80767149690332,-1.0767114228621,0.210541694078443
"90-2015-0-569",2015,"ey",2018,1,3,6.8,3.3,6.3,5.4,19.5,-0.590275192509979,-0.95401661907341,0.141949196985573
"90-2015-0-569",2015,"ey",2019,0,4,5.6,8.6,2.4,1,18.8,-0.688436752895319,0.671689531126697,-0.269605785571646
"90-2015-0-569",2015,"ey",2020,0,5,11.3,6.1,0.03,4.6,21.63,-0.291583587337445,-0.0951529925525985,1.68528038157514
"90-2015-0-569",2015,"ey",2021,0,6,10.3,8.5,3.7,0,22.9,-0.113490470638328,0.641015830179526,1.3423178961108
"90-2015-0-569",2015,"ey",2022,1,7,NA,NA,NA,NA,NA,NA,NA,NA
"90-2015-0-570",2015,"ey",2008,0,NA,3.9,5.6,7.3,0,18.1,-0.786598313280659,-0.248521497288458,-0.85264201086104
"90-2015-0-570",2015,"ey",2009,0,NA,9.9,8.8,7.9,3.3,36.5,1.79364841684828,0.733036933021042,1.20513290192506
"90-2015-0-570",2015,"ey",2010,0,NA,2.4,2.3,5.7,0,12.3,-1.59993695647348,-1.26075362854513,-1.36708573905756
"90-2015-0-570",2015,"ey",2011,0,NA,1.5,11,4.1,3.8,21.8,-0.267744351243862,1.40785835385882,-1.67575197597548
"90-2015-0-570",2015,"ey",2012,0,NA,9.1,4.6,9.3,5.8,25.5,0.251109610792934,-0.555258506760176,0.930762913553576
"90-2015-0-570",2015,"ey",2013,0,NA,5.2,3.1,8.9,6.2,20.9,-0.393952071739299,-1.01536402096775,-0.406790779757386
"90-2015-0-570",2015,"ey",2014,0,NA,5.5,14.9,8.6,0.5,38.2,2.0320407777841,2.60413269079852,-0.303902034118081
"90-2015-0-570",2015,"ey",2015,0,NA,9.6,11.2,1.9,4.1,32.3,1.20467905453624,1.46920575575317,1.10224415628575
"90-2015-0-570",2015,"ey",2016,1,1,5.2,4.6,10.2,5.6,27.4,0.517548131838857,-0.555258506760176,-0.406790779757386
"90-2015-0-570",2015,"ey",2017,1,2,7,2.9,21.5,5.8,36.6,1.80767149690332,-1.0767114228621,0.210541694078443
"90-2015-0-570",2015,"ey",2018,1,3,6.8,3.3,6.3,5.4,19.5,-0.590275192509979,-0.95401661907341,0.141949196985573
"90-2015-0-570",2015,"ey",2019,1,4,5.6,8.6,2.4,1,18.8,-0.688436752895319,0.671689531126697,-0.269605785571646
"90-2015-0-570",2015,"ey",2020,1,5,11.3,6.1,0.03,4.6,21.63,-0.291583587337445,-0.0951529925525985,1.68528038157514
"90-2015-0-570",2015,"ey",2021,1,6,10.3,8.5,3.7,0,22.9,-0.113490470638328,0.641015830179526,1.3423178961108
"90-2015-0-570",2015,"ey",2022,0,7,NA,NA,NA,NA,NA,NA,NA,NA
"90-2015-0-571",2015,"ey",2008,0,NA,3.9,5.6,7.3,0,18.1,-0.786598313280659,-0.248521497288458,-0.85264201086104
"90-2015-0-571",2015,"ey",2009,0,NA,9.9,8.8,7.9,3.3,36.5,1.79364841684828,0.733036933021042,1.20513290192506
"90-2015-0-571",2015,"ey",2010,0,NA,2.4,2.3,5.7,0,12.3,-1.59993695647348,-1.26075362854513,-1.36708573905756
"90-2015-0-571",2015,"ey",2011,0,NA,1.5,11,4.1,3.8,21.8,-0.267744351243862,1.40785835385882,-1.67575197597548
"90-2015-0-571",2015,"ey",2012,0,NA,9.1,4.6,9.3,5.8,25.5,0.251109610792934,-0.555258506760176,0.930762913553576
"90-2015-0-571",2015,"ey",2013,0,NA,5.2,3.1,8.9,6.2,20.9,-0.393952071739299,-1.01536402096775,-0.406790779757386
"90-2015-0-571",2015,"ey",2014,0,NA,5.5,14.9,8.6,0.5,38.2,2.0320407777841,2.60413269079852,-0.303902034118081
"90-2015-0-571",2015,"ey",2015,0,NA,9.6,11.2,1.9,4.1,32.3,1.20467905453624,1.46920575575317,1.10224415628575
"90-2015-0-571",2015,"ey",2016,1,1,5.2,4.6,10.2,5.6,27.4,0.517548131838857,-0.555258506760176,-0.406790779757386
"90-2015-0-571",2015,"ey",2017,1,2,7,2.9,21.5,5.8,36.6,1.80767149690332,-1.0767114228621,0.210541694078443
"90-2015-0-571",2015,"ey",2018,1,3,6.8,3.3,6.3,5.4,19.5,-0.590275192509979,-0.95401661907341,0.141949196985573
"90-2015-0-571",2015,"ey",2019,1,4,5.6,8.6,2.4,1,18.8,-0.688436752895319,0.671689531126697,-0.269605785571646
"90-2015-0-571",2015,"ey",2020,1,5,11.3,6.1,0.03,4.6,21.63,-0.291583587337445,-0.0951529925525985,1.68528038157514
"90-2015-0-571",2015,"ey",2021,1,6,10.3,8.5,3.7,0,22.9,-0.113490470638328,0.641015830179526,1.3423178961108
"90-2015-0-571",2015,"ey",2022,1,7,NA,NA,NA,NA,NA,NA,NA,NA
"90-2015-0-572",2015,"ey",2008,0,NA,3.9,5.6,7.3,0,18.1,-0.786598313280659,-0.248521497288458,-0.85264201086104
"90-2015-0-572",2015,"ey",2009,0,NA,9.9,8.8,7.9,3.3,36.5,1.79364841684828,0.733036933021042,1.20513290192506
"90-2015-0-572",2015,"ey",2010,0,NA,2.4,2.3,5.7,0,12.3,-1.59993695647348,-1.26075362854513,-1.36708573905756
"90-2015-0-572",2015,"ey",2011,0,NA,1.5,11,4.1,3.8,21.8,-0.267744351243862,1.40785835385882,-1.67575197597548
"90-2015-0-572",2015,"ey",2012,0,NA,9.1,4.6,9.3,5.8,25.5,0.251109610792934,-0.555258506760176,0.930762913553576
"90-2015-0-572",2015,"ey",2013,0,NA,5.2,3.1,8.9,6.2,20.9,-0.393952071739299,-1.01536402096775,-0.406790779757386
"90-2015-0-572",2015,"ey",2014,0,NA,5.5,14.9,8.6,0.5,38.2,2.0320407777841,2.60413269079852,-0.303902034118081
"90-2015-0-572",2015,"ey",2015,0,NA,9.6,11.2,1.9,4.1,32.3,1.20467905453624,1.46920575575317,1.10224415628575
"90-2015-0-572",2015,"ey",2016,1,1,5.2,4.6,10.2,5.6,27.4,0.517548131838857,-0.555258506760176,-0.406790779757386
"90-2015-0-572",2015,"ey",2017,1,2,7,2.9,21.5,5.8,36.6,1.80767149690332,-1.0767114228621,0.210541694078443
"90-2015-0-572",2015,"ey",2018,0,3,6.8,3.3,6.3,5.4,19.5,-0.590275192509979,-0.95401661907341,0.141949196985573
"90-2015-0-572",2015,"ey",2019,0,4,5.6,8.6,2.4,1,18.8,-0.688436752895319,0.671689531126697,-0.269605785571646
"90-2015-0-572",2015,"ey",2020,0,5,11.3,6.1,0.03,4.6,21.63,-0.291583587337445,-0.0951529925525985,1.68528038157514
"90-2015-0-572",2015,"ey",2021,0,6,10.3,8.5,3.7,0,22.9,-0.113490470638328,0.641015830179526,1.3423178961108
"90-2015-0-572",2015,"ey",2022,0,7,NA,NA,NA,NA,NA,NA,NA,NA
"90-2015-0-574",2015,"ey",2008,0,NA,3.9,5.6,7.3,0,18.1,-0.786598313280659,-0.248521497288458,-0.85264201086104
"90-2015-0-574",2015,"ey",2009,0,NA,9.9,8.8,7.9,3.3,36.5,1.79364841684828,0.733036933021042,1.20513290192506
"90-2015-0-574",2015,"ey",2010,0,NA,2.4,2.3,5.7,0,12.3,-1.59993695647348,-1.26075362854513,-1.36708573905756
"90-2015-0-574",2015,"ey",2011,0,NA,1.5,11,4.1,3.8,21.8,-0.267744351243862,1.40785835385882,-1.67575197597548
"90-2015-0-574",2015,"ey",2012,0,NA,9.1,4.6,9.3,5.8,25.5,0.251109610792934,-0.555258506760176,0.930762913553576
"90-2015-0-574",2015,"ey",2013,0,NA,5.2,3.1,8.9,6.2,20.9,-0.393952071739299,-1.01536402096775,-0.406790779757386
"90-2015-0-574",2015,"ey",2014,0,NA,5.5,14.9,8.6,0.5,38.2,2.0320407777841,2.60413269079852,-0.303902034118081
"90-2015-0-574",2015,"ey",2015,0,NA,9.6,11.2,1.9,4.1,32.3,1.20467905453624,1.46920575575317,1.10224415628575
"90-2015-0-574",2015,"ey",2016,1,1,5.2,4.6,10.2,5.6,27.4,0.517548131838857,-0.555258506760176,-0.406790779757386
"90-2015-0-574",2015,"ey",2017,1,2,7,2.9,21.5,5.8,36.6,1.80767149690332,-1.0767114228621,0.210541694078443
"90-2015-0-574",2015,"ey",2018,1,3,6.8,3.3,6.3,5.4,19.5,-0.590275192509979,-0.95401661907341,0.141949196985573
"90-2015-0-574",2015,"ey",2019,1,4,5.6,8.6,2.4,1,18.8,-0.688436752895319,0.671689531126697,-0.269605785571646
"90-2015-0-574",2015,"ey",2020,1,5,11.3,6.1,0.03,4.6,21.63,-0.291583587337445,-0.0951529925525985,1.68528038157514
"90-2015-0-574",2015,"ey",2021,1,6,10.3,8.5,3.7,0,22.9,-0.113490470638328,0.641015830179526,1.3423178961108
"90-2015-0-574",2015,"ey",2022,1,7,NA,NA,NA,NA,NA,NA,NA,NA
"90-2015-0-576",2015,"ey",2008,0,NA,3.9,5.6,7.3,0,18.1,-0.786598313280659,-0.248521497288458,-0.85264201086104
"90-2015-0-576",2015,"ey",2009,0,NA,9.9,8.8,7.9,3.3,36.5,1.79364841684828,0.733036933021042,1.20513290192506
"90-2015-0-576",2015,"ey",2010,0,NA,2.4,2.3,5.7,0,12.3,-1.59993695647348,-1.26075362854513,-1.36708573905756
"90-2015-0-576",2015,"ey",2011,0,NA,1.5,11,4.1,3.8,21.8,-0.267744351243862,1.40785835385882,-1.67575197597548
"90-2015-0-576",2015,"ey",2012,0,NA,9.1,4.6,9.3,5.8,25.5,0.251109610792934,-0.555258506760176,0.930762913553576
"90-2015-0-576",2015,"ey",2013,0,NA,5.2,3.1,8.9,6.2,20.9,-0.393952071739299,-1.01536402096775,-0.406790779757386
"90-2015-0-576",2015,"ey",2014,0,NA,5.5,14.9,8.6,0.5,38.2,2.0320407777841,2.60413269079852,-0.303902034118081
"90-2015-0-576",2015,"ey",2015,0,NA,9.6,11.2,1.9,4.1,32.3,1.20467905453624,1.46920575575317,1.10224415628575
"90-2015-0-576",2015,"ey",2016,1,1,5.2,4.6,10.2,5.6,27.4,0.517548131838857,-0.555258506760176,-0.406790779757386
"90-2015-0-576",2015,"ey",2017,1,2,7,2.9,21.5,5.8,36.6,1.80767149690332,-1.0767114228621,0.210541694078443
"90-2015-0-576",2015,"ey",2018,1,3,6.8,3.3,6.3,5.4,19.5,-0.590275192509979,-0.95401661907341,0.141949196985573
"90-2015-0-576",2015,"ey",2019,1,4,5.6,8.6,2.4,1,18.8,-0.688436752895319,0.671689531126697,-0.269605785571646
"90-2015-0-576",2015,"ey",2020,1,5,11.3,6.1,0.03,4.6,21.63,-0.291583587337445,-0.0951529925525985,1.68528038157514
"90-2015-0-576",2015,"ey",2021,0,6,10.3,8.5,3.7,0,22.9,-0.113490470638328,0.641015830179526,1.3423178961108
"90-2015-0-576",2015,"ey",2022,0,7,NA,NA,NA,NA,NA,NA,NA,NA
"90-2015-0-577",2015,"ey",2008,0,NA,3.9,5.6,7.3,0,18.1,-0.786598313280659,-0.248521497288458,-0.85264201086104
"90-2015-0-577",2015,"ey",2009,0,NA,9.9,8.8,7.9,3.3,36.5,1.79364841684828,0.733036933021042,1.20513290192506
"90-2015-0-577",2015,"ey",2010,0,NA,2.4,2.3,5.7,0,12.3,-1.59993695647348,-1.26075362854513,-1.36708573905756
"90-2015-0-577",2015,"ey",2011,0,NA,1.5,11,4.1,3.8,21.8,-0.267744351243862,1.40785835385882,-1.67575197597548
"90-2015-0-577",2015,"ey",2012,0,NA,9.1,4.6,9.3,5.8,25.5,0.251109610792934,-0.555258506760176,0.930762913553576
"90-2015-0-577",2015,"ey",2013,0,NA,5.2,3.1,8.9,6.2,20.9,-0.393952071739299,-1.01536402096775,-0.406790779757386
"90-2015-0-577",2015,"ey",2014,0,NA,5.5,14.9,8.6,0.5,38.2,2.0320407777841,2.60413269079852,-0.303902034118081
"90-2015-0-577",2015,"ey",2015,0,NA,9.6,11.2,1.9,4.1,32.3,1.20467905453624,1.46920575575317,1.10224415628575
"90-2015-0-577",2015,"ey",2016,1,1,5.2,4.6,10.2,5.6,27.4,0.517548131838857,-0.555258506760176,-0.406790779757386
"90-2015-0-577",2015,"ey",2017,1,2,7,2.9,21.5,5.8,36.6,1.80767149690332,-1.0767114228621,0.210541694078443
"90-2015-0-577",2015,"ey",2018,1,3,6.8,3.3,6.3,5.4,19.5,-0.590275192509979,-0.95401661907341,0.141949196985573
"90-2015-0-577",2015,"ey",2019,0,4,5.6,8.6,2.4,1,18.8,-0.688436752895319,0.671689531126697,-0.269605785571646
"90-2015-0-577",2015,"ey",2020,0,5,11.3,6.1,0.03,4.6,21.63,-0.291583587337445,-0.0951529925525985,1.68528038157514
"90-2015-0-577",2015,"ey",2021,0,6,10.3,8.5,3.7,0,22.9,-0.113490470638328,0.641015830179526,1.3423178961108
"90-2015-0-577",2015,"ey",2022,0,7,NA,NA,NA,NA,NA,NA,NA,NA
"90-2015-0-578",2015,"ey",2008,0,NA,3.9,5.6,7.3,0,18.1,-0.786598313280659,-0.248521497288458,-0.85264201086104
"90-2015-0-578",2015,"ey",2009,0,NA,9.9,8.8,7.9,3.3,36.5,1.79364841684828,0.733036933021042,1.20513290192506
"90-2015-0-578",2015,"ey",2010,0,NA,2.4,2.3,5.7,0,12.3,-1.59993695647348,-1.26075362854513,-1.36708573905756
"90-2015-0-578",2015,"ey",2011,0,NA,1.5,11,4.1,3.8,21.8,-0.267744351243862,1.40785835385882,-1.67575197597548
"90-2015-0-578",2015,"ey",2012,0,NA,9.1,4.6,9.3,5.8,25.5,0.251109610792934,-0.555258506760176,0.930762913553576
"90-2015-0-578",2015,"ey",2013,0,NA,5.2,3.1,8.9,6.2,20.9,-0.393952071739299,-1.01536402096775,-0.406790779757386
"90-2015-0-578",2015,"ey",2014,0,NA,5.5,14.9,8.6,0.5,38.2,2.0320407777841,2.60413269079852,-0.303902034118081
"90-2015-0-578",2015,"ey",2015,0,NA,9.6,11.2,1.9,4.1,32.3,1.20467905453624,1.46920575575317,1.10224415628575
"90-2015-0-578",2015,"ey",2016,1,1,5.2,4.6,10.2,5.6,27.4,0.517548131838857,-0.555258506760176,-0.406790779757386
"90-2015-0-578",2015,"ey",2017,1,2,7,2.9,21.5,5.8,36.6,1.80767149690332,-1.0767114228621,0.210541694078443
"90-2015-0-578",2015,"ey",2018,1,3,6.8,3.3,6.3,5.4,19.5,-0.590275192509979,-0.95401661907341,0.141949196985573
"90-2015-0-578",2015,"ey",2019,1,4,5.6,8.6,2.4,1,18.8,-0.688436752895319,0.671689531126697,-0.269605785571646
"90-2015-0-578",2015,"ey",2020,1,5,11.3,6.1,0.03,4.6,21.63,-0.291583587337445,-0.0951529925525985,1.68528038157514
"90-2015-0-578",2015,"ey",2021,1,6,10.3,8.5,3.7,0,22.9,-0.113490470638328,0.641015830179526,1.3423178961108
"90-2015-0-578",2015,"ey",2022,1,7,NA,NA,NA,NA,NA,NA,NA,NA
"90-2015-0-579",2015,"ey",2008,0,NA,3.9,5.6,7.3,0,18.1,-0.786598313280659,-0.248521497288458,-0.85264201086104
"90-2015-0-579",2015,"ey",2009,0,NA,9.9,8.8,7.9,3.3,36.5,1.79364841684828,0.733036933021042,1.20513290192506
"90-2015-0-579",2015,"ey",2010,0,NA,2.4,2.3,5.7,0,12.3,-1.59993695647348,-1.26075362854513,-1.36708573905756
"90-2015-0-579",2015,"ey",2011,0,NA,1.5,11,4.1,3.8,21.8,-0.267744351243862,1.40785835385882,-1.67575197597548
"90-2015-0-579",2015,"ey",2012,0,NA,9.1,4.6,9.3,5.8,25.5,0.251109610792934,-0.555258506760176,0.930762913553576
"90-2015-0-579",2015,"ey",2013,0,NA,5.2,3.1,8.9,6.2,20.9,-0.393952071739299,-1.01536402096775,-0.406790779757386
"90-2015-0-579",2015,"ey",2014,0,NA,5.5,14.9,8.6,0.5,38.2,2.0320407777841,2.60413269079852,-0.303902034118081
"90-2015-0-579",2015,"ey",2015,0,NA,9.6,11.2,1.9,4.1,32.3,1.20467905453624,1.46920575575317,1.10224415628575
"90-2015-0-579",2015,"ey",2016,1,1,5.2,4.6,10.2,5.6,27.4,0.517548131838857,-0.555258506760176,-0.406790779757386
"90-2015-0-579",2015,"ey",2017,1,2,7,2.9,21.5,5.8,36.6,1.80767149690332,-1.0767114228621,0.210541694078443
"90-2015-0-579",2015,"ey",2018,1,3,6.8,3.3,6.3,5.4,19.5,-0.590275192509979,-0.95401661907341,0.141949196985573
"90-2015-0-579",2015,"ey",2019,1,4,5.6,8.6,2.4,1,18.8,-0.688436752895319,0.671689531126697,-0.269605785571646
"90-2015-0-579",2015,"ey",2020,1,5,11.3,6.1,0.03,4.6,21.63,-0.291583587337445,-0.0951529925525985,1.68528038157514
"90-2015-0-579",2015,"ey",2021,1,6,10.3,8.5,3.7,0,22.9,-0.113490470638328,0.641015830179526,1.3423178961108
"90-2015-0-579",2015,"ey",2022,0,7,NA,NA,NA,NA,NA,NA,NA,NA
"90-2015-0-580",2015,"ey",2008,0,NA,3.9,5.6,7.3,0,18.1,-0.786598313280659,-0.248521497288458,-0.85264201086104
"90-2015-0-580",2015,"ey",2009,0,NA,9.9,8.8,7.9,3.3,36.5,1.79364841684828,0.733036933021042,1.20513290192506
"90-2015-0-580",2015,"ey",2010,0,NA,2.4,2.3,5.7,0,12.3,-1.59993695647348,-1.26075362854513,-1.36708573905756
"90-2015-0-580",2015,"ey",2011,0,NA,1.5,11,4.1,3.8,21.8,-0.267744351243862,1.40785835385882,-1.67575197597548
"90-2015-0-580",2015,"ey",2012,0,NA,9.1,4.6,9.3,5.8,25.5,0.251109610792934,-0.555258506760176,0.930762913553576
"90-2015-0-580",2015,"ey",2013,0,NA,5.2,3.1,8.9,6.2,20.9,-0.393952071739299,-1.01536402096775,-0.406790779757386
"90-2015-0-580",2015,"ey",2014,0,NA,5.5,14.9,8.6,0.5,38.2,2.0320407777841,2.60413269079852,-0.303902034118081
"90-2015-0-580",2015,"ey",2015,0,NA,9.6,11.2,1.9,4.1,32.3,1.20467905453624,1.46920575575317,1.10224415628575
"90-2015-0-580",2015,"ey",2016,1,1,5.2,4.6,10.2,5.6,27.4,0.517548131838857,-0.555258506760176,-0.406790779757386
"90-2015-0-580",2015,"ey",2017,1,2,7,2.9,21.5,5.8,36.6,1.80767149690332,-1.0767114228621,0.210541694078443
"90-2015-0-580",2015,"ey",2018,1,3,6.8,3.3,6.3,5.4,19.5,-0.590275192509979,-0.95401661907341,0.141949196985573
"90-2015-0-580",2015,"ey",2019,1,4,5.6,8.6,2.4,1,18.8,-0.688436752895319,0.671689531126697,-0.269605785571646
"90-2015-0-580",2015,"ey",2020,1,5,11.3,6.1,0.03,4.6,21.63,-0.291583587337445,-0.0951529925525985,1.68528038157514
"90-2015-0-580",2015,"ey",2021,1,6,10.3,8.5,3.7,0,22.9,-0.113490470638328,0.641015830179526,1.3423178961108
"90-2015-0-580",2015,"ey",2022,1,7,NA,NA,NA,NA,NA,NA,NA,NA
"90-2015-0-581",2015,"ey",2008,0,NA,3.9,5.6,7.3,0,18.1,-0.786598313280659,-0.248521497288458,-0.85264201086104
"90-2015-0-581",2015,"ey",2009,0,NA,9.9,8.8,7.9,3.3,36.5,1.79364841684828,0.733036933021042,1.20513290192506
"90-2015-0-581",2015,"ey",2010,0,NA,2.4,2.3,5.7,0,12.3,-1.59993695647348,-1.26075362854513,-1.36708573905756
"90-2015-0-581",2015,"ey",2011,0,NA,1.5,11,4.1,3.8,21.8,-0.267744351243862,1.40785835385882,-1.67575197597548
"90-2015-0-581",2015,"ey",2012,0,NA,9.1,4.6,9.3,5.8,25.5,0.251109610792934,-0.555258506760176,0.930762913553576
"90-2015-0-581",2015,"ey",2013,0,NA,5.2,3.1,8.9,6.2,20.9,-0.393952071739299,-1.01536402096775,-0.406790779757386
"90-2015-0-581",2015,"ey",2014,0,NA,5.5,14.9,8.6,0.5,38.2,2.0320407777841,2.60413269079852,-0.303902034118081
"90-2015-0-581",2015,"ey",2015,0,NA,9.6,11.2,1.9,4.1,32.3,1.20467905453624,1.46920575575317,1.10224415628575
"90-2015-0-581",2015,"ey",2016,1,1,5.2,4.6,10.2,5.6,27.4,0.517548131838857,-0.555258506760176,-0.406790779757386
"90-2015-0-581",2015,"ey",2017,1,2,7,2.9,21.5,5.8,36.6,1.80767149690332,-1.0767114228621,0.210541694078443
"90-2015-0-581",2015,"ey",2018,1,3,6.8,3.3,6.3,5.4,19.5,-0.590275192509979,-0.95401661907341,0.141949196985573
"90-2015-0-581",2015,"ey",2019,1,4,5.6,8.6,2.4,1,18.8,-0.688436752895319,0.671689531126697,-0.269605785571646
"90-2015-0-581",2015,"ey",2020,1,5,11.3,6.1,0.03,4.6,21.63,-0.291583587337445,-0.0951529925525985,1.68528038157514
"90-2015-0-581",2015,"ey",2021,1,6,10.3,8.5,3.7,0,22.9,-0.113490470638328,0.641015830179526,1.3423178961108
"90-2015-0-581",2015,"ey",2022,0,7,NA,NA,NA,NA,NA,NA,NA,NA
"90-2016-0-658",2016,"ey",2008,0,NA,3.9,5.6,7.3,0,18.1,-0.786598313280659,-0.248521497288458,-0.85264201086104
"90-2016-0-658",2016,"ey",2009,0,NA,9.9,8.8,7.9,3.3,36.5,1.79364841684828,0.733036933021042,1.20513290192506
"90-2016-0-658",2016,"ey",2010,0,NA,2.4,2.3,5.7,0,12.3,-1.59993695647348,-1.26075362854513,-1.36708573905756
"90-2016-0-658",2016,"ey",2011,0,NA,1.5,11,4.1,3.8,21.8,-0.267744351243862,1.40785835385882,-1.67575197597548
"90-2016-0-658",2016,"ey",2012,0,NA,9.1,4.6,9.3,5.8,25.5,0.251109610792934,-0.555258506760176,0.930762913553576
